time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.066533,-0.2618,-0.0109,-0.1414,0.298
4.076286,-0.1145,-0.0108,-0.2234,0.251
4.086901,-0.0206,-0.0244,-0.2361,0.238
4.097194,0.0607,-0.0382,-0.2333,0.244
4.106690,0.1022,-0.0521,-0.1877,0.220
4.119407,0.0761,-0.0389,-0.1270,0.153
4.127645,0.0910,-0.0394,-0.0923,0.135
4.138334,0.0928,0.0009,-0.0432,0.102
4.147282,0.0135,0.0411,-0.0075,0.044
4.156255,-0.0654,0.1358,0.0145,0.151
4.166572,-0.0629,0.1761,0.0632,0.197
4.176224,0.0072,0.1755,0.0295,0.178
4.187329,0.0633,0.1750,0.0358,0.190
4.196585,0.1324,0.1474,0.0143,0.199
4.207715,0.2000,0.0653,0.0058,0.210
4.220437,0.2379,-0.0029,0.0235,0.239
4.227919,0.1919,-0.0438,0.0670,0.208
4.237858,0.1309,-0.0844,0.1082,0.190
4.248225,0.0968,-0.1249,0.0926,0.183
4.257602,0.0224,-0.0835,0.0890,0.124
4.266493,-0.0378,-0.0966,0.0709,0.126
4.276231,-0.0702,-0.0144,0.0662,0.098
4.286342,-0.0750,0.0406,0.0616,0.105
4.296781,-0.0250,0.0410,0.0437,0.065
4.307217,-0.0018,0.0414,-0.0555,0.069
4.321182,-0.0055,0.0009,-0.1676,0.168
4.327581,-0.0361,-0.1078,-0.2792,0.301
4.338688,-0.0525,-0.2029,-0.3628,0.419
4.348155,-0.0544,-0.2165,-0.3761,0.437
4.357065,-0.1096,-0.2304,-0.3042,0.397
4.366485,-0.1903,-0.1764,-0.2560,0.364
4.376205,-0.2686,-0.0955,-0.2046,0.351
4.388250,-0.3850,0.0124,-0.1512,0.414
4.396879,-0.3083,0.0384,-0.1376,0.340
4.407208,-0.1894,0.0779,-0.1773,0.271
4.419316,-0.0566,0.1036,-0.1754,0.211
4.427791,0.0485,0.1021,-0.1595,0.195
4.437862,0.1389,0.0597,-0.1440,0.209
4.448616,0.2144,0.0175,-0.0890,0.233
4.457114,0.2749,0.0163,-0.0222,0.276
4.466468,0.2393,0.0017,0.0833,0.253
4.476408,0.2028,0.0144,0.1735,0.267
4.488390,0.1234,-0.0135,0.3171,0.341
4.497128,-0.0674,0.0405,0.3907,0.399
4.507727,-0.2193,0.0405,0.3782,0.439
4.519404,-0.2498,0.0683,0.3600,0.444
4.528595,-0.2124,0.0283,0.3365,0.399
4.537454,-0.2017,0.0023,0.3089,0.369
4.546450,-0.1493,0.0310,0.2513,0.294
4.557598,-0.0965,0.0188,0.1920,0.216
4.566997,-0.0158,0.0339,0.0915,0.099
4.576793,0.0527,0.0352,0.0595,0.087
4.588104,0.0963,0.0363,-0.0120,0.104
4.596941,0.1419,0.0371,-0.0543,0.156
4.607935,0.1204,0.0378,-0.0808,0.150
4.622517,0.1930,-0.0161,-0.1056,0.221
4.627766,0.2905,-0.0292,-0.1695,0.338
4.638390,0.4123,-0.0561,-0.2163,0.469
4.648594,0.5732,-0.0559,-0.2450,0.626
4.658798,0.6522,-0.1786,-0.2687,0.728
4.668226,0.6992,-0.2877,-0.3017,0.814
4.679290,0.6686,-0.3423,-0.2771,0.801
4.696370,0.5817,-0.3010,-0.1968,0.684
4.707540,0.4917,-0.3008,-0.1022,0.585
4.721282,0.4958,-0.2598,-0.0492,0.562
4.727758,0.5667,-0.1916,-0.0380,0.599
4.737752,0.5549,-0.1915,-0.0959,0.595
4.748584,0.5289,-0.1508,-0.1409,0.568
4.757117,0.4761,-0.1374,-0.2137,0.540
4.767796,0.3707,-0.0424,-0.2730,0.462
4.776236,0.1325,0.0115,-0.2368,0.272
4.786293,-0.0197,0.0109,-0.2277,0.229
4.796426,-0.2219,0.0782,-0.1780,0.295
4.808619,-0.3796,0.1183,-0.1014,0.410
4.824131,-0.5759,0.0767,-0.0662,0.585
4.827741,-0.7394,0.0759,-0.0447,0.745
4.837686,-0.8925,0.0753,-0.0097,0.896
4.846815,-1.0176,-0.0070,0.0388,1.018
4.857409,-1.1280,-0.0892,0.0597,1.133
4.866446,-1.1578,-0.0624,0.1211,1.166
